a01,"J.A. Martin, ORNL, Oak Ridge, Tennessee, USA","Invited Paper: The International Cyclotron Conferences - Twenty-Five Years of Progress",99 98,
a02,"A. Joubert, . GANIL Group, GANIL, Caen, France","Invited Paper: Status Report on the GANIL Facility",3 10,
a03,"P.S. Miller, NSCL, East Lansing, Michigan, USA","Invited Paper: The MSU Superconducting Cyclotron Program",11 19,
b01,"S. Adam, M. Humbel, W. Joho, SIN, Villigen, Switzerland","Beam Dynamical Aspects of the SIN Injector II",20 23,
b02,"T. Yamazaki, K. Hosono, M. Inoue, Y. Kadota, I. Miura, Osaka University, Osaka, Japan; M. Fuki, Okayama University of Science, Okayama, Japan","Beam Dynamics for a Proposed RCNP Ring Cyclotron",24 27,
b03,"X.-F. Zao, K.-S. Chen, J. Zhang, Institute of Nuclear Research, Shanghai, China","The Design, Transmission Matrix and Beam Emittance for the INR Cyclotron Beam-Extraction System",28 31,
b04,"J.I.M. Botman, M.K. Craddock, C.J. Kost, TRIUMF, Vancouver, B.C., Canada","Transfer Matrix Techniques for Ring Cyclotron Sector Shapes",32 35,
b05,"A. Goto, N. Nakanishi, Y. Yano, RIKEN, Saitama, Japan","Computer Simulations of Accelerated Particles in the RIKEN SSC",36 39,
b06,"R. Baartman, G.H. Mackenzie, TRIUMF, Vancouver, B.C., Canada; M.M. Gordon, NSCL, East Lansing, Michigan, USA","Amplitude Growth from the Rapid Traversal of a Half-Integer Resonance",40 43,
b07,"F. Marti, H.G. Blosser, M.M. Gordon, NSCL, East Lansing, Michigan, USA","Effect of Orbit Centering and Magnet Imperfections on Beam Properties in a Superconducting Cyclotron",44 47,
b08,"J. Griffin, F. Marti, NSCL, East Lansing, Michigan, USA","Third Harmonic Central Region for the K500-K800 Superconducting Cyclotrons",48 51,
b09,"B.F. Milton, H.G. Blosser, NSCL, East Lansing, Michigan, USA","Starting Time Effects on the Axial Emittance of the MSU Cyclotron",52 54,
b10,"B.F. Milton, M. Fowler, J.A. Kuchar, R.M. Ronningen, NSCL, East Lansing, Michigan, USA","Design of a Beam Phase Measurement and Selection System for the MSU K500 Cyclotron",55 58,
b11,"D.L. Friesel, J.W. Stetson, Indiana University, Bloomington, Indiana, USA","Orbit Centering Studies of the IUCF Injector and Main Stage Cyclotrons",59 62,
b12,"S.J. Burger, A.H. Botha, G.F. Burdzik, Z.B. du Toit, G.S.Z. Guasco, H. Keller, L. Stawiszynski, National Accelerator Centre, Faure, Republic of South Africa","The Electrolytic Tank Facility at the NAC",63 66,
b13,"S.J. Burger, P.J. Celliers, Z.B. du Toit, G.S.Z. Guasco, L.M. Roels, H.A. Smit, National Accelerator Centre, Faure, Republic of South Africa","On the Design of the Central Region of an 8 MeV Injector Cyclotron",67 70,
b14,"E. Acerbi, F. Alessandria, L. Rossi, University of Milan  INFN Milan, Milan, Italy","Possible Movements of the Milan Superconducting Coils Under the Influence of Mechanical Stresses",71 74,
b15,"E. Acerbi, F. Aghion, G. Baccaglioni, M. Mora, L. Rossi, University of Milan  INFN Milan, Milan, Italy","Magnetic Procedures for the Assembly of Superconducting Coils at the Milan Cyclotron Laboratory",75 78,
b16,"A.F. Zeller, J.C. DeKamp, M.J. Dubois, J.A. Nolen, R.T. Swanson, NSCL, East Lansing, Michigan, USA","Design and Construction of a Low Current, Cryogenically Efficient Beam Line Quadrupole",79 81,
b17,"R. Burge, G. Dennison, D. Dohan, TRIUMF, Vancouver, B.C., Canada","Precision NMR Measurement of the TRIUMF Cyclotron Magnetic Field",82 84,
b18,"D.E. Lobb, P.A. Reeve, TRIUMF, Vancouver, B.C., Canada","A Proposed Superferric Combined Function Magnet",85 88,
b19,"A. Laisné, D. Potaux, IPN, Orsay, France","Possible Pole Geometry Determination Method for an Isochronous Superconducting Cyclotron",89 93,
b20,"Z.B. du Toit, L.M. Roels, H.N. Jungwirth, A.H. Botha, National Accelerator Centre, Faure, Republic of South Africa","Calculated and Measured Magnetic Fields for the Injector Cyclotron at the NAC",94 97,
b21,"D. Lawton, H.G. Blosser, J.M. Moskalik, G.A. Stork, NSCL, East Lansing, Michigan, USA","Mechanical Design Features of the MSU K800 Cyclotron Superconducting Coil",98 98,
b22,"L.H. Harwood, D. Johnson, NSCL, East Lansing, Michigan, USA","A Model for Calculating in Two Dimensions a Magnet with Repetitive Structure in the Third Dimension",99 100,
b23,"L.H. Harwood, J.A. Nolen, NSCL, East Lansing, Michigan, USA","Plans for Magnetic Mapping of the NSCL K800 Cyclotron Magnet",101 103,
b24,"R. Au, M. Fowler, H. Hanawa, F. Marti, Z.G. Qua, J. Riedel, NSCL, East Lansing, Michigan, USA","Fast Harmonic Field Mapper",104 106,
b25,"F. Marti, P.S. Miller, NSCL, East Lansing, Michigan, USA","Magnetic Field Imperfections in the K500 Superconducting Cyclotron",107 110,
b26,"R.E. Pollock, Indiana University, Bloomington, Indiana, USA","End Effect Corrections in a Short Lambertson Septum Magnet",111 113,
b27,"C.D.P. Levy, M. McDonald, P.W. Schmor, S.Z. Yao, TRIUMF, Vancouver, B.C., Canada","Status of the TRIUMF Intense Polarized H Source",114 117,
b28,"V. Bechtold, L. Friedrich, F. Schulz, FZK, Karlsruhe, Germany","External Ion Sources at the Karlsruhe Cyclotron",118 121,
b29,"W. Bräutigam, H. Beuscher, H.-G. Mathews, J. Reich, P. Wucherer, KFA, Jülich, Germany","ECR-Sources and Multiharmonic Mode Operation at Julic",122 125,
b30,"T.A. Antaya, J.A. Kuchar, M.L. Mallory, P.S. Miller, J. Riedel, NSCL, East Lansing, Michigan, USA","The Development of Heavy Ion PIG Sources for the NSCL K-500 Superconducting Cyclotron",126 129,
b31,"E.D. Hudson, R.S. Lord, ORNL, Oak Ridge, Tennessee, USA; T.A. Antaya, M.L. Mallory, NSCL, East Lansing, Michigan, USA","Dual Arc Penning Ion Source Gas Flow Experiments",130 132,
b32,"D.J. Clark, C.M. Lyneis, LBL, Berkeley, California, USA; Y. Jongen, Université Catholique de Louvain, Louvain-la-Neuve, Belgium","Progress on the LBL ECR Heavy Ion Source",133 136,
b33,"A.H. Botha, J.J. Arnold, S.J. Burger, P.J. Celliers, P.M. Cronje, J.H. Hough, W.F. van Heerden, National Accelerator Centre, Faure, Republic of South Africa","Modification of the Extraction System of the Pretoria Cyclotron",137 140,
b34,"E.A. Heighway, C.R. Hoffmann, Atomic Energy of Canada, Chalk River, Ontario, Canada","Beam Dynamics of the CRNL Superconducting Cyclotron Extraction System",141 144,
b35,"T. Sloan, T. Miller, Indiana University, Bloomington, Indiana, USA","Design Considerations of the IUCF Cooler Dipole Magnet Vacuum Can",145 146,
b36,"C. Ricaud, G. Rommel, GANIL, Caen, France","The Vacuum System of the GANIL Beam Lines",147 149,
b37,"G. Bellomo, L. Serafini, F.G. Resmini, University of Milan  INFN Milan, Milan, Italy","Design of the Axial Injection Optics for the Milan Superconducting Cyclotron",150 153,
b38,"F.G. Resmini, A. Salomone, University of Milan  INFN Milan, Milan, Italy","Center Region Studies for Axial Injection in the Milan Superconducting Cyclotron",154 157,
b39,"R. Baartman, G. Dutto, P.W. Schmor, TRIUMF, Vancouver, B.C., Canada","The TRIUMF High Efficiency Beam Bunching System",158 160,
b40,"M.P. Bourgarel, L. Bex, GANIL, Caen, France; P. Di Bernardo, INFN/LNS, Catania, Italy; E. Plawski, Instytut Problemow Jadrowych, Swierk, Poland","GANIL Axial Injection Design with an ECR Ion Source",161 164,
b41,"R.K. Bhandari, A.S. Divatia, Bhabha Atomic Research Centre, Calcutta, India","Design Aspects of an External Injection System for VEC, Calcutta",165 168,
b42,"C.B. Bigham, E.A. Heighway, J.E. McGregor, Atomic Energy of Canada, Chalk River, Ontario, Canada; A. Perujo, University of Manitoba, Winnipeg, Manitoba, Canada","The Rebuncher for the Tandem-Superconducting Cyclotron Beam Bunching System",169 172,
b43,"H. Laumer, A. Gavalya, M.L. Mallory, NSCL, East Lansing, Michigan, USA","Operation of Cryogenic System at NSCL",173 176,
b46,"W.K. van Asselt, O.C. Dermois, A.G. Drentje, H.W. Schreuder, KVI, Groningen, The Netherlands","Axial Injection of Heavy Ion Beams from the ECR Source at the KVI",177 180,
b47,"A.A. Glazov, Yu.N. Denisov, V.P. Dmitrievsky, V.P. Dzhelepov, V.V. Kalinichenko, V.A. Kochkin, V.V. Kolga, D.L. Novikov, L.M. Onishchenko, E.V. Samsonov, N.L. Zaplatin, JINR, Dubna, USSR","Research of the Beam Orbit Expansion Effect",181 183,
b48,"T.A. Antaya, H.G. Blosser, R.J. Burleigh, NSCL, East Lansing, Michigan, USA","Current Status of the ECR Ion Source Project at NSCL",184 187,
c01,"J.M. Loiseaux, M. Fruneau, Institut des Sciences Nucléaires, Grenoble, France","Invited Paper: The Grenoble ECR and SARA System",188 194,
c02,"U. Schryber, SIN, Villigen, Switzerland","Invited Paper: Upgrading the SIN Facilities to Higher Intensities",195 202,
c03,"R. Baartman, E.W. Blackmore, J. Carey, D. Dohan, G. Dutto, D. Gurd, R.E. Laxdal, G.H. Mackenzie, D. Pearce, R. Poirier, P.W. Schmor, TRIUMF, Vancouver, B.C., Canada","Status Report on the TRIUMF Cyclotron",203 206,
c04,"D.L. Friesel, T.E. Ellison, W.P. Jones, R.E. Pollock, Indiana University, Bloomington, Indiana, USA","A Low Energy Storage Ring for Pulse Stacking at IUCF",207 210,
d01,"J.R. Purcell, G.A. Technologies, Inc, San Diego, California, USA","Invited Paper: Superconducting Magnet Frontiers",211 214,
d02,"J.A. Nolen, NSCL, East Lansing, Michigan, USA","Invited Paper: The Use of Superconducting Magnets in Spectrographs and Beam Transport Systems",215 221,
d03,"C.R. Hoffmann, J.F. Mouris, D.R. Proulx, Atomic Energy of Canada, Chalk River, Ontario, Canada","Design and Test of Prototype Superconducting Extraction Channel Modules for the Chalk River Superconducting Cyclotron",222 225,
e01,"G.H. Ryckewaert, Université Catholique de Louvain, Louvain-la-Neuve, Belgium","ECREVIS-CYCLONE Status Report",226 229,
e02,"W. Busse, HMI, Berlin, Germany","Status of the VICKSI Tandem Injector Project",230 232,
e03,"G.H. Mackenzie, M.K. Craddock, G. Dutto, R.E. Laxdal, J.R. Richardson, M. Zach, TRIUMF, Vancouver, B.C., Canada","Plans for the Extraction of Intense Beams of H Ions from the TRIUMF Cyclotron",233 236,
e04,"W.R. Rawnsley, G.H. Mackenzie, C.J. Oram, TRIUMF, Vancouver, B.C., Canada","The Production and Measurement of 150 ps Beam Pulses from the TRIUMF Cyclotron",237 240,
e06,"M. Kase, Y. Chiba, M. Hemmi, E. Ikezawa, T. Inoue, T. Kambara, T. Kubo, Y. Miyazawa, M. Odera, T. Tonuma, M. Yanokura, RIKEN, Saitama, Japan","Variable Frequency Linac, RILAC, as an Injector of a Separated Sector Cyclotron",241 244,
f01,"J.H. Ormrod, C.B. Bigham, E.A. Heighway, J.D. Hepburn, C.R. Hoffmann, J.A. Hulbert, H.R. Schneider, Atomic Energy of Canada, Chalk River, Ontario, Canada","Invited Paper: The Chalk River Superconducting Cyclotron",245 250,
f02,"E. Acerbi, F. Aghion, F. Alessandria, G. Baccaglioni, G. Bellomo, C. Birattari, C. De Martinis, E. Fabrici, D. Giove, W. Giussani, G. Gualeni, P. Michelato, L. Milinkovic, C. Pagani, E. Panzeri, F.G. Resmini, L. Rossi, A. Salomone, L. Serafini, G. Varisco, University of Milan  INFN Milan, Milan, Italy","Invited Paper: The Milan Superconducting Cyclotron Project",251 256,
f03,"H. Kamitsubo, RIKEN, Saitama, Japan","Invited Paper: The RIKEN Linear Accelerator - Cyclotron System",257 262,
f04,"A.H. Botha, H.N. Jungwirth, National Accelerator Centre, Faure, Republic of South Africa","The Status of the South African National Accelerator Centre",263 266,
f05,"D.P. May, W. Chapman, G. Derrig, D.R. Haenni, A. Horbowa, B. Launé, J. Reimund, R.C. Rogers, P. Smelser, W. Walterscheid, D.H. Youngblood, Texas AM University, College Station, Texas, USA","Status of the Texas AM K500 Superconducting Cyclotron",267 270,
g01,"H.L. Hagedoorn, Eindhoven University of Technology, Eindhoven, The Netherlands","Invited Paper: Analytical Models for Cyclotron Orbits",271 278,
g02,"M.M. Gordon, NSCL, East Lansing, Michigan, USA","Invited Paper: Some Useful Invariants and a Transfer Matrix for the Longitudinal Motion",279 287,
g03,"A. Laisné, IPN, Orsay, France","A Minimum Spiralling Solution Upgrading the Capabilities in Light Ions Acceleration of a Superconducting Isochronous Cyclotron",288 289,
g04,"K.M. Suboticacute;, Boris Kidrich Institute, Beograd, Yugoslavia","Air Core Superconducting Cyclotrons",290 293,
h01,"C. Bieth, GANIL, Caen, France","Invited Paper: Critical Features of RF Systems for Large Cyclotrons",294 298,
h02,"R.C. Rogers, Texas AM University, College Station, Texas, USA","Invited Paper: Design of RF Systems for Compact Cyclotrons",299 304,
h03,"C. Pagani, University of Milan  INFN Milan, Milan, Italy","Invited Paper: RF System of the Milan K800 Cyclotron",305 310,
h04,"T. Fujisawa, K. Ogiwara, S. Kohara, Y. Oikawa, I. Yokoyama, M. Hara, I. Takeshita, Y. Chiba, RIKEN, Saitama, Japan","Design of the RF System of RIKEN SSC",311 314,
h05,"J. Riedel, J. Vincent, NSCL, East Lansing, Michigan, USA","The RF Systems of the MSU K500 and K800 Cyclotron",315 316,
h06,"Yu.Ts. Oganessian, G.G. Gulbekyan, B.N. Gikal, A.I. Ivanenko, B.N. Klenin, S.I. Kozlov, I.V. Kolesov, V.B. Kutner, V.N. Melnikov, R. Ts. Oganessian, A.S. Pasyuk, V.A. Chugreev, JINR, Dubna, USSR","The Present Status and Perspectives of Development of the JINR Laboratory of Nuclear Reactions Heavy Ion Accelerators",317 321,
i01,"Y. Jongen, Université Catholique de Louvain, Louvain-la-Neuve, Belgium","Invited Paper: Electron Cyclotron Resonance (E.C.R.) Ion Sources",322 327,
i02,"W.G. Davies, Atomic Energy of Canada, Chalk River, Ontario, Canada","Injection Diagnostic Procedures for the Chalk River Superconducting Cyclotron",328 331,
i03,"J.P. Schapira, IPN, Orsay, France; P. Mandrillon, IN2P3 Paris  Centre Antoine Lacassagne, Nice, France","Axial Injection in the Orsay Project of a Superconducting Cyclotron and in the Medical Cyclotron MEDICYC",332 336,
i04,"E.J. Stephenson, A.D. Bacher, J.D. Brown, M.S. Cantrell, V.R. Cupps, D.L. Friesel, J.A. Gering, D.A. Low, R.S. Moore, C. Olmer, A.K. Opper, P. Schwandt, S.W. Wissink, Indiana University, Bloomington, Indiana, USA","Horizontally Polarized Proton Beams at IUCF",337 340,
i05,"T.A. Antaya, P.S. Miller, NSCL, East Lansing, Michigan, USA","Extended Lifetime and Other Beneficial Properties of Hafnium Cathodes in Heavy Ion PIG Sources",341 344,
j01,"K. Visser, H. Mostert, National Accelerator Centre, Faure, Republic of South Africa","The Safety Interlocking System at the NAC",345 346,
j03,"M.-B. Chen, W.-B. Sen, S.-L. Xu, Z.-J. Yao, Institute of Nuclear Research, Shanghai, China","Orbit Programming and its Excellent Results During the Commissioning of the INR Cyclotron",347 350,
j04,"W.M. Cameron, C. Mark, TRIUMF, Vancouver, B.C., Canada","Remote Installation and Removal of Shielding and Equipment in the Cyclotron Tank",351 354,
j05,"E.J. Jones, AERE Harwell, Didcot, Oxfordshire, UK","Dual Beam Operation on the Harwell Variable Energy Cyclotron",355 356,
j06,"D. Dohan, G. Dutto, K. Fong, R.E. Laxdal, V. Pacak, R. Poirier, R.E. Worsham, M. Zach, TRIUMF, Vancouver, B.C., Canada","Requirements for a New Resonator Structure at TRIUMF",357 359,
j07,"R.E. Worsham, T. Enegren, D. Dohan, L. Durieu, R. Poirier, TRIUMF, Vancouver, B.C., Canada","System for Flat-topping the RF Voltage at TRIUMF",360 363,
j08,"J. Briaud, CNRS, Orléans, France","RF- Phase Detector Modules",364 366,
j09,"B. Ducoudret, A. Joubert, J.C. Labiche, J.M. Loyant, GANIL, Caen, France","Main Results on the RF Amplitude and Phase Regulation Systems in Operation at GANIL",367 370,
j10,"P. von Rossen, KFA, Jülich, Germany; K. Euler, F. Hinterberger, University of Bonn, Bonn, Germany","A New Method for High Precision Dee Voltage Stabilization",371 372,
j11,"J.J. Kritzinger, R.E.F. Fenemore, G. Hardman, M.J. van Niekerk, A.H. Botha, National Accelerator Centre, Faure, Republic of South Africa","A Wide-Range Radio-Frequency System for an 8 MeV Injector Cyclotron",373 376,
j12,"C.B. Bigham, R.J. Burton, J.E. McGregor, Atomic Energy of Canada, Chalk River, Ontario, Canada","Sliding Contacts for Tuners in High Power RF Resonators",377 380,
j13,"T. Saito, M. Inoue, A. Shimizu, H. Tamura, I. Miura, Osaka University, Osaka, Japan","Aluminium RF Cavity for the RCNP Ring Cyclotron",381 384,
j14,"G.F. Burdzik, I. Cloete, I.H. Kohler, J.N.J. Truter, K. Visser, H.F. Weehuizen, National Accelerator Centre, Faure, Republic of South Africa","Recent Developments on the Control System of the South African NAC Accelerator",385 388,
j15,"W.H. Moore, Princeton University, Princeton, New Jersey, USA","Implementation of a Computer -Controlled Monitoring System at the Princeton AVF Cyclotron",389 391,
j16,"K. Shimizu, T. Wada, J. Fujita, I. Yokoyama, RIKEN, Saitama, Japan","New General Purpose Interfacing Modules for Accelerator Control System",392 395,
j17,"F. Aghion, A. Mainoli, University of Milan  INFN Milan, Milan, Italy","Design of a Microprocessor-Based Module for Magnet Control",396 398,
j18,"L.H. Harwood, J.A. Nolen, H.G. Blosser, NSCL, East Lansing, Michigan, USA","Status of the NSCL Coupling Line",399 402,
j19,"H.W. Reist, L. Rezzonico, SIN, Villigen, Switzerland","Parasitic Use of the 72 MeV Proton Beam for Online Production of I-123",403 406,
j20,"S. Schneider, A.H. Botha, J.C. Cornell, P.G. Molteno, National Accelerator Centre, Faure, Republic of South Africa","The Beam Diagnostic System for the Transfer Beamline at the NAC",407 410,
j21,"S. Schneider, P.G. Molteno, National Accelerator Centre, Faure, Republic of South Africa","The Beam Phase Measurement System for the Cyclotrons and Beamlines at the NAC",411 414,
j22,"R. Beck, B. Bru, C. Ricaud, GANIL, Caen, France","Beam Transmission Efficiency Between Injector and Target in the GANIL Complex",415 418,
j23,"E. Bollmann, H. Roth, B. Schüssler, FZK, Karlsruhe, Germany","A Simple Probe for the Relative Measurement of Beam Energies",419 420,
j24,"J. Bialy, H. Heinzmann, W.R. Kappel, B. Kögel, G. Rudolph, H. Schweickert, T.J. Thouw, FZK, Karlsruhe, Germany","Computer Control for the Beamlines of the Karlsruhe Compact Cyclotron",421 423,
j25,"J. Meissburger, G.P.A. Berg, W. Hürlimann, S.A. Martin, J.G.M. Römer, KFA, Jülich, Germany","Concepts of Operation for the Magnet Spectrometer Big Karl",424 427,
j29,"R. Risler, J. Eenmaa, J. Jacky, I. Kalet, P. Wootton, University of Washington, Seattle, Washington, USA; S. Lindbaeck, Instrument AB Scanditronix, Uppsala, Sweden","Installation of the Cyclotron Based Clinical Neutron Therapy System in Seattle",428 430,
j30,"H.G. Blosser, NSCL, East Lansing, Michigan, USA; G.F. Blosser, R.J. Burleigh, E.B. Jemison, R.L. Maughan, C.G. Orton, W.E. Powers, D.P. Ragan, Harper-Grace Hospitals, Detroit, Michigan, USA","Superconducting Cyclotron Facility for Neutron Therapy",431 435,
j31,"H.G. Blosser, D. Johnson, E. Kashy, B.F. Milton, J. Riedel, NSCL, East Lansing, Michigan, USA","Superconducting Cyclotrons for Neutron Therapy",436 439,
j32,"J.P. Dwyer, R.D. Finn, K.K. Koh, J. Sinnreich, Y. Sheh, T.J. Wooten, Mount Sinai Medical Center, Miami Beach, Florida, USA","External Cyclotron Targetry System for the Effective Loading of Precious Gases",440 441,
j33,"B.W. Allardyce, R. Hohbach, G. Le Dallic, F. Nitsch, CERN, Geneva, Switzerland","The CERN Synchro-Cyclotron",442 444,
j34,"A.S. Divatia, S. Chatterjee, N.K. Ganguly, S.S. Ramamurthi, Bhabha Atomic Research Centre, Calcutta, India","VEC, Calcutta - Developments and Status",445 448,
j36,"H.-J. Chang, Institute of Nuclear Research, Shanghai, China","Status Report on the INR Cyclotron",449 452,
j37,"G. Goin, CNRS, Orléans, France","Status Report on the CNRS Orleans' Cyclotron",453 456,
j38,"H.P. Ehret, H. Schweickert, FZK, Karlsruhe, Germany; J. Schwabe, G. Starzewski, W. Wierba, Institute of Nuclear Physics, Krakow, Poland","Modification of the Karlsruhe Isochronous Cyclotron to an Energy Variable Machine",457 460,
j39,"J. Anderson, J. Bruckshaw, V. Derenchuk, I. Gusdal, G. Knote, F. Konopasek, J. Lancaster, J.S.C. McKee, S. Oh, C.A. Smith, H. Uzat, M. Yoon, University of Manitoba, Winnipeg, Canada","Upgrading the University of Manitoba Cyclotron",461 464,
j40,"Y. Jongen, Université Catholique de Louvain, Louvain-la-Neuve, Belgium","Conceptual Design for a High Intensity (5 mA) Industrial Cyclotron",465 468,
j41,"K.M. Suboticacute;, Boris Kidrich Institute, Beograd, Yugoslavia; V. Jovanovicacute;, I. Tascaron;icacute;, M. Tiscaron;ma, M. Knezcaron;evicacute;, Minel Institute, Beograd, Yugoslavia","Multipurpose Superconducting Cyclotron",469 471,
j42,"G.-Q. Sun, Sichuan University, Chengdu, Sichuan, China","Adjustment of 120 cm Cyclotron",472 474,
j43,"P. Mandrillon, IN2P3 Paris  Centre Antoine Lacassagne, Nice, France; R. Barjon, Grenoble University, Grenoble, France; J.M. Filhol, CEA/CENG, Grenoble, France; C.M. Lalanne, . MEDICYC Staff, Centre Antoine Lacassagne, Nice, France; J.P. Meulders, Université Catholique de Louvain, Louvain-la-Neuve, Belgium","MEDICYC: A 60 MeV Proton Cyclotron Associated with a New Target Design for Neutrontherapy",475 478,
j44,"A.A. Arzumanov, V.N. Batischev, V.D. Berger, V.I. Gerasimov, M.S. Gorcovets, S.T. Ilmatov, V.G. Kruglov, A.S. Semin, A.M. Voronin, Institute of Nuclear Physics, Alma-Ata, USSR","Status Report on the Alma-Ata Isochronous Cyclotron",479 482,
j45,"R. Sabattier, N. Breteau, Centre Hospitalier Régional d'Orléans, Orléans, France; G. Goin, L. Le Polotec, CNRS, Orléans, France","A New Beryllium Target for the Orleans Neutrontherapy Facility",483 485,
j46,"T. Bertuccio, K. Komisarcik, H.O. Meyer, W. Manwaring, W. Smith, Indiana University, Bloomington, Indiana, USA","IUCF Liquid Hydrogen Target System",486 488,
j47,"F.-H. Worm, Creative Electronic Systems, Petit Lancy, Geneva, Switzerland; D.V. Klotz, Bytech Limited, North Vancouver, B.C., Canada","The Starburst, A J-11 Front-End Processor System",489 493,
j48,"Yu.N. Denisov, JINR, Dubna, USSR","The JINR Phasotron: Status and Progress",494 495,
k01,"C.M. Jones, ORNL, Oak Ridge, Tennessee, USA","Invited Paper: Large Electrostatic Accelerators",496 503,
k02,"L.M. Bollinger, ANL, Argonne, Illinois, USA","Invited Paper: Present Status and Probable Future Capabilities of Heavy-Ion Linear Accelerators",504 510,
k03,"R.L. Kustom, ANL, Argonne, Illinois, USA","Invited Paper: High Current, Low Energy Synchrotrons and Compressor Rings",511 518,
l01,"L. Kaufman, L. Crooks, University of California, San Francisco, California, USA","Invited Paper: Role of NMR in the Context of Existing Medical Diagnostic Techniques",519 525,
l02,"G. Wolber, German Cancer Research Centre, Heidelberg, Germany","Invited Paper: A Critical Evaluation of the Role of the Cyclotron in Radiation Therapy",526 533,
l03,"D.J. Clark, LBL, Berkeley, California, USA","Invited Paper: Cyclotrons as Mass Spectrometers",534 539,
m01,"C. Benvenuti, CERN, Geneva, Switzerland","Invited Paper: Recent Advances in Vacuum Techniques for Accelerators",540 546,
m02,"R.W. Goodwin, M.F. Shea, Fermilab, Batavia, Illinois, USA","Invited Paper: Modern Control Techniques for Accelerators",547 554,
m03,"M. Promé, L. David, E. Lécorché, T.T. Luong, M. Martina, M. Ulrich, J.C. Labiche, J.M. Loyant, F. Loyer, S. Leveel, J. Sauret, GANIL, Caen, France","The Operation of the GANIL Control System",555 558,
m04,"A. Chabert, F. Loyer, J. Sauret, . Operation Group, GANIL, Caen, France","Beam Tuning and Stabilization Using Beam Phase Measurements at GANIL",559 562,
n01,"A.S. Schlachter, LBL, Berkeley, California, USA","Invited Paper: Charge-Changing Collisions",563 570,
n02,"J.A. Nolen, L.H. Harwood, J.A. Kuchar, R.M. Ronningen, C.E. Scripter, J.E. Yurkon, A.F. Zeller, NSCL, East Lansing, Michigan, USA","Status of the Electrostatic Deflectors of the MSU K500 Cyclotron",571 574,
n03,"C. De Martinis, D. Giove, University of Milan  INFN Milan, Milan, Italy","High Voltage Tests of a Prototype Electrostatic Deflector for the Milan Superconducting Cyclotron",575 578,
n04,"I. Miura, T. Yamazaki, A. Shimizu, M. Inoue, K. Hosono, T. Itahashi, T. Saito, I. Katayama, M. Fujiwara, Y. Kadota, M. Kondo, Osaka University, Osaka, Japan; M. Fuki, Okayama University of Science, Okayama, Japan","A High Energy Version of the RCNP Ring Cyclotron",579 582,
o01,"R.E. Pollock, Indiana University, Bloomington, Indiana, USA","Invited Paper: Storage Rings for Cyclotrons",583 588,
o02,"S. Holm, A. Johansson, . GWI Cyclotron and CELSIUS Groups, University of Uppsala, Uppsala, Sweden","Invited Paper: The Uppsala Synchrocyclotron and Storage Ring Project",589 594,
o03,"T. Katayama, University of Tokyo, Tokyo, Japan","Invited Paper: Beam Accumulation and Momentum Cooling at TARN",595 600,
o04,"G.P.A. Berg, S.A. Martin, F. Osterfeld, D. Prasuhn, M. Rogge, P. von Rossen, P. Turek, KFA, Jülich, Germany; G. Gaul, Universität Münster, Münster, Germany; H.L. Hagedoorn, J.A. van der Heide, Eindhoven University of Technology, Eindhoven, The Netherlands; F. Hinterberger, T. Mayer-Kuckuk, University of Bonn, Bonn, Germany; H. Paetz gen. Schieck, Universität Köln, Köln, Germany","Modes of Operation for the Cooler Ring COSY",601 604,
p01,"U. Trinks, TU München, Garching, Germany","Invited Paper: New Cyclotron Concepts",605 610,
p02,"W. Joho, SIN, Villigen, Switzerland","Interfacing the SIN Ring Cyclotron to a Rapid Cycling Synchrotron with an Acceleration and Storage Ring ASTOR",611 614,
p02x,"M.L. Mallory, . NSCL Staff, NSCL, East Lansing, Michigan, USA","Initial Operation of the K800 Superconducting Cyclotron Magnet",615 616,
p03,"J.R. Richardson, TRIUMF, Vancouver, B.C., Canada","Invited Paper: Concluding Remarks - A Short Anecdotal History of the Cyclotron",617 622,
